L5,SY,GE,VEND,ITEM,COLUPC,PRODUCT TYPE,PACKAGE,FLAVOR/SCENT,FAT CONTENT,CALORIE LEVEL,STYLE,TYPE OF YOGURT
HORIZON ORGANIC,7,1,42365,10630,7.14E+11,YOGURT,PLASTIC CUP,CAPPUCCINO,NONFAT,MISSING,MISSING,FLAVORED
HORIZON ORGANIC,7,1,42365,10681,7.14E+11,YOGURT,PLASTIC CUP,CHERRY W CRANBERRY,LOW FAT,MISSING,MISSING,BLENDED
HORIZON ORGANIC,7,1,42365,10615,7.14E+11,YOGURT,PLASTIC CUP,LEMON,LOW FAT,MISSING,GRADE A,BLENDED
HORIZON ORGANIC,7,1,42365,10600,7.14E+11,YOGURT,PLASTIC CUP,MIXED BERRY,NONFAT,MISSING,GRADE A,FRUIT ON THE BOTTOM
HORIZON ORGANIC,7,1,42365,10631,7.14E+11,YOGURT,PLASTIC CUP,ORANGE PINEAPPLE,LOW FAT,MISSING,MISSING,BLENDED
HORIZON ORGANIC,7,1,42365,10665,7.14E+11,YOGURT,PLASTIC CUP,PEACH,LOW FAT,MISSING,GRADE A,BLENDED
HORIZON ORGANIC,7,1,42365,10660,7.14E+11,YOGURT,PLASTIC CUP,PEACH,NONFAT,MISSING,GRADE A,FRUIT ON THE BOTTOM
HORIZON ORGANIC,7,1,42365,12415,7.14E+11,YOGURT,PLASTIC CONTAINER,PLAIN,MISSING,MISSING,MISSING,MISSING
HORIZON ORGANIC,7,1,42365,10610,7.14E+11,YOGURT,PLASTIC CUP,PLAIN,FAT FREE,MISSING,MISSING,MISSING
HORIZON ORGANIC,7,1,42365,12410,7.14E+11,YOGURT,PLASTIC CONTAINER,PLAIN,NONFAT,MISSING,MISSING,MISSING
HORIZON ORGANIC,7,1,42365,13220,7.14E+11,YOGURT,PLASTIC CONTAINER,PLAIN,NONFAT,MISSING,MISSING,BLENDED
HORIZON ORGANIC,7,1,42365,13215,7.14E+11,YOGURT,PLASTIC TUB,PLAIN,WHOLE,MISSING,GRADE A,REGULAR
HORIZON ORGANIC,7,1,42365,10661,7.14E+11,YOGURT,PLASTIC CUP,PEACH PASSION,LOW FAT,MISSING,MISSING,BLENDED
HORIZON ORGANIC,7,1,42365,10651,7.14E+11,YOGURT,PLASTIC CUP,RASPBERRY,LOW FAT,MISSING,MISSING,BLENDED
HORIZON ORGANIC,7,1,42365,10655,7.14E+11,YOGURT,PLASTIC CUP,RASPBERRY,LOW FAT,MISSING,GRADE A,BLENDED
HORIZON ORGANIC,7,1,42365,10650,7.14E+11,YOGURT,PLASTIC CUP,RASPBERRY,NONFAT,MISSING,GRADE A,FRUIT ON THE BOTTOM
HORIZON ORGANIC,7,1,42365,10641,7.14E+11,YOGURT,PLASTIC CUP,STRAWBERRY,LOW FAT,MISSING,MISSING,BLENDED
HORIZON ORGANIC,7,1,42365,10625,7.14E+11,YOGURT,PLASTIC CUP,STRAWBERRY,LOW FAT,MISSING,GRADE A,BLENDED
HORIZON ORGANIC,7,1,42365,10640,7.14E+11,YOGURT,PLASTIC CUP,STRAWBERRY,NONFAT,MISSING,MISSING,FRUIT ON THE BOTTOM
HORIZON ORGANIC,7,1,42365,10605,7.14E+11,YOGURT,PLASTIC CUP,STRAWBERRY BANANA,LOW FAT,MISSING,MISSING,BLENDED
HORIZON ORGANIC,7,1,42365,10645,7.14E+11,YOGURT,PLASTIC CUP,STRAWBERRY BANANA,NONFAT,MISSING,MISSING,FRUIT ON THE BOTTOM
HORIZON ORGANIC,7,1,42365,10620,7.14E+11,YOGURT,PLASTIC CUP,VANILLA,FAT FREE,MISSING,MISSING,FLAVORED
HORIZON ORGANIC,7,1,42365,12420,7.14E+11,YOGURT,PLASTIC CONTAINER,VANILLA,NONFAT,MISSING,MISSING,MISSING
HORIZON ORGANIC,7,1,42365,13230,7.14E+11,YOGURT,PLASTIC CONTAINER,VANILLA,NONFAT,MISSING,MISSING,BLENDED
HORIZON ORGANIC,,3,42365,10620,34236510620,YOGURT,PLASTIC CUP,VANILLA,NONFAT,MISSING,MISSING,FLAVORED
HORIZON ORGANIC,7,1,42365,12425,7.14E+11,YOGURT,PLASTIC CONTAINER,VANILLA,WHOLE,MISSING,MISSING,MISSING
HORIZON ORGANIC,7,1,42365,13225,7.14E+11,YOGURT,PLASTIC CONTAINER,VANILLA,WHOLE,MISSING,GRADE A,MISSING
HORIZON ORGANIC BABY YOGURT,7,1,42365,10422,7.14E+11,YOGURT,PLSTC CUP IN SLEEVE,MISSING,WHOLE,MISSING,MISSING,PRESTIRRED
HORIZON ORGANIC BABY YOGURT,7,1,42365,10423,7.14E+11,YOGURT,PLSTC CUP IN SLEEVE,MISSING,WHOLE,MISSING,MISSING,PRESTIRRED
HORIZON ORGANIC YO-YO'S,7,1,42365,10442,7.14E+11,YOGURT,PLASTIC CUP IN BOX,ORANGE CREAM,1% MILKFAT,MISSING,GRADE A,MISSING
HORIZON ORGANIC YO-YO'S,7,1,42365,10441,7.14E+11,YOGURT,PLASTIC CUP IN BOX,STRAWBERRY,1% MILKFAT,MISSING,GRADE A,BLENDED
HORIZON ORGANIC YOGURT TUBES,7,1,42365,10242,7.14E+11,YOGURT,SQUEEZE TUBE IN BOX,MISSING,LOW FAT,MISSING,GRADE A,PRESTIRRED
HORIZON ORGANIC YOGURT TUBES,7,1,42365,10243,7.14E+11,YOGURT,SQUEEZE TUBE IN BOX,STRWBERRY & BLUBERRY,1.5% MILKFAT,MISSING,GRADE A,PRESTIRRED
DUTCH FARMS,,1,91945,93900,19194593900,YOGURT,PLASTIC CUP,APRICOT MANGO,NONFAT,MISSING,REGULAR,BLENDED
DUTCH FARMS,,1,91945,81050,19194581050,YOGURT,PLASTIC CUP,BANANA CREAM,NONFAT,LOW CALORIE,MISSING,PRESTIRRED
DUTCH FARMS,,1,91945,92000,19194592000,YOGURT,PLASTIC CUP,BLUEBERRY,1% LOWFAT,MISSING,MISSING,PRESTIRRED
DUTCH FARMS,,1,91945,93500,19194593500,YOGURT,PLASTIC CUP,KEY LIME,NONFAT,MISSING,REGULAR,BLENDED
DUTCH FARMS,,1,91945,81120,19194581120,YOGURT,PLASTIC CUP,MANDARIN ORANGE,LOW FAT,MISSING,GRADE A,MISSING
DUTCH FARMS,,1,91945,99100,19194599100,YOGURT,PLASTIC CUP,NEGRA COLADA,LOW FAT,220 CALORIES,REGULAR,BLENDED
DUTCH FARMS,,1,91945,81000,19194581000,YOGURT,PLASTIC CUP,PINEAPPLE,LOW FAT,MISSING,GRADE A,MISSING
DUTCH FARMS,,1,91945,81150,19194581150,YOGURT,PLASTIC CUP,PEACH,NONFAT,MISSING,GRADE A,MISSING
DUTCH FARMS,,1,91945,96000,19194596000,YOGURT,PLASTIC CUP,PEACH,1% LOWFAT,MISSING,MISSING,PRESTIRRED
DUTCH FARMS,,1,91945,93800,19194593800,YOGURT,PLASTIC CUP,RASPBERRY,NONFAT,MISSING,REGULAR,BLENDED
DUTCH FARMS,,1,91945,97000,19194597000,YOGURT,PLASTIC CUP,RASPBERRY,1% LOWFAT,MISSING,MISSING,PRESTIRRED
DUTCH FARMS,,1,91945,94010,19194594010,YOGURT,PLASTIC CUP,STRAWBERRY CHS CAKE,NONFAT,MISSING,GRADE A,BLENDED
DUTCH FARMS,,1,91945,98100,19194598100,YOGURT,PLASTIC CUP,SPICED APPLE,1% MILKFAT,MISSING,GRADE A,MISSING
DUTCH FARMS,,1,91945,93700,19194593700,YOGURT,PLASTIC CUP,STRAWBERRY,FAT FREE,210 CALORIES,NATURAL,BLENDED
DUTCH FARMS,,1,91945,91000,19194591000,YOGURT,PLASTIC CUP,STRAWBERRY,1% LOWFAT,MISSING,MISSING,PRESTIRRED
DUTCH FARMS,,1,91945,96500,19194596500,YOGURT,PLASTIC CUP,STRAWBERRY KIWI,NONFAT,MISSING,GRADE A,MISSING
DUTCH FARMS,,1,91945,91500,19194591500,YOGURT,PLASTIC CUP,STRAWBERRY BANANA,NONFAT,MISSING,GRADE A,MISSING
EMMI,,1,56762,20202,15676220202,YOGURT,PLASTIC CONTAINER,APRICOT,LOW FAT,MISSING,SWISS,BLENDED
EMMI,,1,56762,20208,15676220208,YOGURT,PLASTIC CUP,BLACK CHERRY,LOW FAT,MISSING,MISSING,BLENDED
EMMI,,1,56762,20206,15676220206,YOGURT,PLASTIC CONTAINER,BIRCHERMUESLI,LOW FAT,MISSING,SWISS,MISSING
EMMI,,1,56762,20205,15676220205,YOGURT,PLASTIC CONTAINER,BLUEBERRY,LOW FAT,MISSING,MISSING,BLENDED
EMMI,,1,56762,20207,15676220207,YOGURT,PLASTIC CUP,GRAPEFRUIT,LOW FAT,MISSING,SWISS,BLENDED
EMMI,,2,56762,20207,25676220207,YOGURT,PLASTIC CUP,PINK GRAPEFRUIT,LOW FAT,MISSING,SWISS,BLENDED
EMMI,,1,56762,20201,15676220201,YOGURT,PLASTIC CONTAINER,PLAIN,LOW FAT,MISSING,MISSING,BLENDED
EMMI,,1,56762,20204,15676220204,YOGURT,PLASTIC CONTAINER,RASPBERRY,LOW FAT,MISSING,SWISS,PRESTIRRED
EMMI,,1,56762,20203,15676220203,YOGURT,PLASTIC CONTAINER,STRAWBERRY,LOW FAT,MISSING,SWISS,BLENDED
ERIVAN,7,1,86012,198,7.19E+11,YOGURT,PLASTIC CUP,PLAIN,WHOLE,MISSING,MISSING,STIR IN
FRU YO,6,1,89544,389,6.19E+11,YOGURT,PLASTIC CUP,APPLE CINNAMON,LOW FAT,MISSING,MISSING,BLENDED
FRU YO,6,1,89544,383,6.19E+11,YOGURT,PLASTIC CUP,PEACH,NONFAT,MISSING,MISSING,BLENDED
FRU YO,6,1,89544,709,6.19E+11,YOGURT,PLSTC CUP IN SLEEVE,PEACH,NONFAT,MISSING,MISSING,BLENDED
TOTAL,6,1,89544,8150,6.19E+11,YOGURT,PLASTIC CUP,CHERRY,MISSING,180 CALORIES,GREEK,BLENDED
TOTAL,6,1,89544,143,6.19E+11,YOGURT,PLASTIC CUP,CHERRY,LOW FAT,MISSING,MISSING,STIR IN
TOTAL,6,1,89544,140,6.19E+11,YOGURT,PLASTIC CUP,HONEY,MISSING,MISSING,MISSING,STIR IN
TOTAL,6,1,89544,8200,6.19E+11,YOGURT,PLASTIC CONTAINER,PLAIN,MISSING,MISSING,ALL NATURAL,REGULAR
TOTAL,6,1,89544,129,6.19E+11,YOGURT,PLASTIC CUP,PLAIN,FAT FREE,MISSING,MISSING,REGULAR
TOTAL,6,1,89544,8040,6.19E+11,YOGURT,PLASTIC CONTAINER,PLAIN,LOW FAT,LITE,GREEK,MISSING
TOTAL,6,1,89544,128,6.19E+11,YOGURT,PLASTIC CUP,PLAIN,LOW FAT,MISSING,MISSING,REGULAR
TOTAL,6,1,89544,8120,6.19E+11,YOGURT,PLASTIC CUP,PLAIN,NONFAT,MISSING,GRADE A,BLENDED
TOTAL,,1,89544,8120,18954408120,YOGURT,PLASTIC CUP,PLAIN,NONFAT,MISSING,GRADE A,BLENDED
TOTAL,6,1,89544,173,6.19E+11,YOGURT,PLASTIC CONTAINER,PLAIN,NONFAT,MISSING,ALL NATURAL,REGULAR
TOTAL,6,1,89544,8000,6.19E+11,YOGURT,PLASTIC CUP,PLAIN,NONFAT,MISSING,GRADE A,REGULAR
TOTAL,,2,89544,8000,28954408000,YOGURT,PLASTIC CUP,PLAIN,NONFAT,MISSING,GRADE A,REGULAR
TOTAL,6,1,89544,8060,6.19E+11,YOGURT,PLASTIC CONTAINER,PLAIN,REGULAR,MISSING,GREEK,REGULAR
TOTAL,6,2,89544,124,6.29E+11,YOGURT,PLASTIC CUP,PLAIN,2% LOWFAT,MISSING,GRADE A,REGULAR
TOTAL,6,1,89544,8020,6.19E+11,YOGURT,PLASTIC CONTAINER,PLAIN,2% MILKFAT,MISSING,GREEK,REGULAR
TOTAL,6,2,89544,8020,6.29E+11,YOGURT,PLASTIC CUP,PLAIN,2% MILKFAT,MISSING,GREEK,REGULAR
TOTAL,6,1,89544,141,6.19E+11,YOGURT,PLASTIC CARTON,STRAWBERRY,LOW FAT,MISSING,GRADE A,BLENDED
TOTAL,6,1,89544,8140,6.19E+11,YOGURT,PLASTIC CUP,STRAWBERRY,REGULAR,190 CALORIES,GREEK,REGULAR
FOREMOST,,1,71000,20180,17100020180,YOGURT,PLASTIC TUB,BANANA STRAWBERRY,LOW FAT,MISSING,MISSING,FRUIT ON THE BOTTOM
FOREMOST,,1,71000,19604,17100019604,YOGURT,PLASTIC CUP,BLUEBERRY,LOW FAT,MISSING,GRADE A,BLENDED
FOREMOST,,1,71000,20107,17100020107,YOGURT,PLASTIC CUP,BLUEBERRY,LOW FAT,MISSING,MISSING,FRUIT ON THE BOTTOM
FOREMOST,,1,71000,20115,17100020115,YOGURT,PLASTIC CUP,BOYSENBERRY,LOW FAT,MISSING,MISSING,FRUIT ON THE BOTTOM
FOREMOST,,1,71000,20123,17100020123,YOGURT,PLASTIC CUP,CHERRY,LOW FAT,MISSING,MISSING,FRUIT ON THE BOTTOM
FOREMOST,,1,71000,19638,17100019638,YOGURT,PLASTIC CUP,PEACH,LOW FAT,MISSING,GRADE A,BLENDED
FOREMOST,,1,71000,20131,17100020131,YOGURT,PLASTIC CUP,PEACH,LOW FAT,MISSING,MISSING,FRUIT ON THE BOTTOM
FOREMOST,,1,71000,20149,17100020149,YOGURT,PLASTIC CUP,PINA COLADA,LOW FAT,MISSING,MISSING,FRUIT ON THE BOTTOM
FOREMOST,,1,71000,20156,17100020156,YOGURT,PLASTIC CUP,PLAIN,LOW FAT,MISSING,MISSING,MISSING
FOREMOST,,1,71000,20032,17100020032,YOGURT,PLASTIC CONTAINER,PLAIN,LOW FAT,MISSING,MISSING,REGULAR
FOREMOST,,1,71000,19653,17100019653,YOGURT,PLASTIC CUP,PLAIN,1.5% MILKFAT,MISSING,GRADE A,REGULAR
FOREMOST,,2,71000,20040,27100020040,YOGURT,PLASTIC CONTAINER,RASPBERRY,LOW FAT,MISSING,MISSING,BLENDED
FOREMOST,,1,71000,20164,17100020164,YOGURT,PLASTIC CUP,RASPBERRY,LOW FAT,MISSING,MISSING,FRUIT ON THE BOTTOM
FOREMOST,,1,71000,20057,17100020057,YOGURT,PLASTIC CONTAINER,STRAWBERRY,LOW FAT,MISSING,MISSING,BLENDED
FOREMOST,,1,71000,19679,17100019679,YOGURT,PLASTIC CUP,STRAWBERRY,LOW FAT,MISSING,GRADE A,BLENDED
FOREMOST,,1,71000,20172,17100020172,YOGURT,PLASTIC CUP,STRAWBERRY,LOW FAT,MISSING,MISSING,FRUIT ON THE BOTTOM
FOSTER FARMS,,1,76998,14358,17699814358,YOGURT,PLASTIC CONTAINER,APRICOT,1.5% MILKFAT,MISSING,MISSING,PRESTIRRED
FOSTER FARMS,,1,76998,15308,17699815308,YOGURT,PLASTIC CONTAINER,BLACKBERRY,LOW FAT,MISSING,MISSING,FRUIT ON THE BOTTOM
FOSTER FARMS,,1,76998,15708,17699815708,YOGURT,PLASTIC CONTAINER,BLACKBERRY,LOW FAT,MISSING,MISSING,FRUIT ON THE BOTTOM
FOSTER FARMS,,1,76998,14458,17699814458,YOGURT,PLASTIC CONTAINER,BLACKBERRY,1.5% MILKFAT,MISSING,MISSING,PRESTIRRED
FOSTER FARMS,,1,76998,14426,17699814426,YOGURT,PLASTIC CUP,BANANA CREAM,LOW FAT,MISSING,MISSING,PRESTIRRED
FOSTER FARMS,,1,76998,14086,17699814086,YOGURT,PLASTIC CUP,BERRY MEDLEY,LOW FAT,MISSING,NATURAL,BLENDED
FOSTER FARMS,,1,76998,14758,17699814758,YOGURT,PLASTIC CUP,BERRY MEDLEY,LOW FAT,MISSING,GRADE A,PRESTIRRED
FOSTER FARMS,,2,76998,15358,27699815358,YOGURT,PLASTIC CUP,BLUEBERRY,LOW FAT,MISSING,MISSING,FRUIT ON THE BOTTOM
FOSTER FARMS,,1,76998,15408,17699815408,YOGURT,PLASTIC CONTAINER,BOYSENBERRY,LOW FAT,MISSING,MISSING,FRUIT ON THE BOTTOM
FOSTER FARMS,,1,76998,14414,17699814414,YOGURT,PLASTIC CONTAINER,BOYSENBERRY,NONFAT,MISSING,MISSING,PRESTIRRED
FOSTER FARMS,,1,76998,14558,17699814558,YOGURT,PLASTIC CONTAINER,BOYSENBERRY,1.5% MILKFAT,MISSING,MISSING,PRESTIRRED
FOSTER FARMS,,1,76998,15458,17699815458,YOGURT,PLASTIC CONTAINER,CHERRY VANILLA,LOW FAT,MISSING,MISSING,FRUIT ON THE BOTTOM
FOSTER FARMS,,1,76998,14608,17699814608,YOGURT,PLASTIC CONTAINER,CHERRY VANILLA,1.5% MILKFAT,MISSING,MISSING,PRESTIRRED
FOSTER FARMS,,1,76998,14428,17699814428,YOGURT,PLASTIC CUP,CAPPUCCINO,NONFAT,MISSING,MISSING,PRESTIRRED
FOSTER FARMS,,1,76998,14427,17699814427,YOGURT,PLASTIC CUP,KEY LIME,NONFAT,MISSING,MISSING,PRESTIRRED
FOSTER FARMS,,1,76998,14420,17699814420,YOGURT,PLASTIC CONTAINER,LEMON,NONFAT,MISSING,MISSING,BLENDED
FOSTER FARMS,,1,76998,14658,17699814658,YOGURT,PLASTIC CONTAINER,LEMON,1.5% MILKFAT,MISSING,MISSING,BLENDED
FOSTER FARMS,,1,76998,15608,17699815608,YOGURT,PLASTIC CUP,PEACH,LOW FAT,MISSING,MISSING,FRUIT ON THE BOTTOM
FOSTER FARMS,,1,76998,14085,17699814085,YOGURT,PLASTIC CONTAINER,PEACH,LOW FAT,LIGHT,MISSING,PRESTIRRED
FOSTER FARMS,,1,76998,14417,17699814417,YOGURT,PLASTIC CONTAINER,PEACH,NONFAT,MISSING,MISSING,PRESTIRRED
FOSTER FARMS,,1,76998,14808,17699814808,YOGURT,PLASTIC CONTAINER,PEACH,1.5% MILKFAT,MISSING,MISSING,PRESTIRRED
FOSTER FARMS,,1,76998,14858,17699814858,YOGURT,PLASTIC CONTAINER,PINA COLADA,1.5% MILKFAT,MISSING,MISSING,PRESTIRRED
FOSTER FARMS,,2,76998,14145,27699814145,YOGURT,PLASTIC CONTAINER,PLAIN,LOW FAT,MISSING,MISSING,REGULAR
FOSTER FARMS,,1,76998,14412,17699814412,YOGURT,PLASTIC CONTAINER,PLAIN,NONFAT,MISSING,MISSING,REGULAR
FOSTER FARMS,,2,76998,14255,27699814255,YOGURT,PLASTIC CONTAINER,PLAIN,NONFAT,MISSING,MISSING,REGULAR
FOSTER FARMS,,3,76998,14908,37699814908,YOGURT,PLASTIC CUP,PLAIN,1.5% MILKFAT,MISSING,MISSING,REGULAR
FOSTER FARMS,,2,76998,14175,27699814175,YOGURT,PLASTIC CONTAINER,RASPBERRY,LOW FAT,MISSING,MISSING,PRESTIRRED
FOSTER FARMS,,2,76998,14259,27699814259,YOGURT,PLASTIC CONTAINER,RASPBERRY,NONFAT,MISSING,MISSING,PRESTIRRED
FOSTER FARMS,,1,76998,14422,17699814422,YOGURT,PLASTIC CONTAINER,RASPBERRY,NONFAT,MISSING,REGULAR,PRESTIRRED
FOSTER FARMS,,1,76998,14958,17699814958,YOGURT,PLASTIC CONTAINER,RASPBERRY,1.5% MILKFAT,MISSING,MISSING,PRESTIRRED
FOSTER FARMS,,2,76998,14205,27699814205,YOGURT,PLASTIC CONTAINER,STRAWBERRY,LOW FAT,MISSING,MISSING,BLENDED
FOSTER FARMS,,1,76998,15758,17699815758,YOGURT,PLASTIC CARTON,STRAWBERRY,LOW FAT,MISSING,MISSING,FRUIT ON THE BOTTOM
FOSTER FARMS,,2,76998,14257,27699814257,YOGURT,PLASTIC TUB,STRAWBERRY,NONFAT,MISSING,MISSING,PRESTIRRED
FOSTER FARMS,,1,76998,14424,17699814424,YOGURT,PLASTIC CONTAINER,STRAWBERRY,NONFAT,MISSING,REGULAR,PRESTIRRED
FOSTER FARMS,,1,76998,15008,17699815008,YOGURT,PLASTIC CONTAINER,STRAWBERRY,1.5% MILKFAT,MISSING,MISSING,PRESTIRRED
FOSTER FARMS,,1,76998,14413,17699814413,YOGURT,PLASTIC CONTAINER,STRAWBERRY BANANA,NONFAT,MISSING,NATURAL,PRE STIR
FOSTER FARMS,,1,76998,15012,17699815012,YOGURT,PLASTIC CONTAINER,STRAWBERRY BANANA,1.5% MILKFAT,MISSING,MISSING,PRESTIRRED
FOSTER FARMS,,2,76998,14220,27699814220,YOGURT,PLASTIC CONTAINER,VANILLA,LOW FAT,MISSING,MISSING,PRESTIRRED
FOSTER FARMS,,1,76998,14419,17699814419,YOGURT,PLASTIC CUP,VANILLA,NONFAT,MISSING,MISSING,BLENDED
FOSTER FARMS,,2,76998,14261,27699814261,YOGURT,PLASTIC CONTAINER,VANILLA,NONFAT,MISSING,MISSING,BLENDED
FOSTER FARMS,,1,76998,14425,17699814425,YOGURT,PLASTIC CUP,VERY CHERRY,NONFAT,MISSING,MISSING,PRESTIRRED
FRIENDSHIP,,1,71481,5100,17148105100,YOGURT,PLASTIC CONTAINER,PLAIN,MISSING,MISSING,MISSING,MISSING
FRIENDSHIP,,1,71481,5220,17148105220,YOGURT,PLASTIC CONTAINER,PLAIN,LOW FAT,MISSING,MISSING,MISSING
FRIENDSHIP,,3,71481,5220,37148105220,YOGURT,PLASTIC CONTAINER,PLAIN,LOW FAT,MISSING,GRADE A,REGULAR
GALAXY VEGGIE,,1,77172,66764,17717266764,YOGURT,PLASTIC CUP,PEACH,LOW FAT,MISSING,MISSING,FRUIT ON THE BOTTOM
GALAXY VEGGIE,,1,77172,66762,17717266762,YOGURT,PLASTIC CUP,RASPBERRY,LOW FAT,MISSING,MISSING,BLENDED
GALAXY VEGGIE,,1,77172,66761,17717266761,YOGURT,PLASTIC CUP,STRAWBERRY,LOW FAT,MISSING,MISSING,MISSING
GALAXY VEGGIE,,1,77172,66760,17717266760,YOGURT,PLASTIC CUP,VANILLA,LOW FAT,MISSING,MISSING,MISSING
COLOMBO,27,1,4200,11505,2.71E+12,YOGURT,PLASTIC CUP IN BOX,ASSORTED,99% FAT FREE,110 CALORIES,REGULAR,BLENDED
COLOMBO,,1,41148,913,14114800913,YOGURT,PLASTIC CUP IN BOX,ASSORTED,99% FAT FREE,MISSING,REGULAR,BLENDED
COLOMBO,,1,41148,915,14114800915,YOGURT,PLASTIC CUP IN BOX,ASSORTED,99% FAT FREE,110 CALORIES,REGULAR,BLENDED
COLOMBO,,4,41148,91,44114800091,YOGURT,PLASTIC CONTAINER,FRENCH VANILLA,LOW FAT,MISSING,ALL NATURAL,FLAVORED
COLOMBO,,1,41148,90,14114800090,YOGURT,PLASTIC CUP,PLAIN,NONFAT,MISSING,MISSING,REGULAR
COLOMBO,27,1,4202,15074,2.71E+12,YOGURT,PLASTIC CONTAINER,PLAIN,NONFAT,MISSING,ALL NATURAL,REGULAR
COLOMBO,,1,41148,89,14114800089,YOGURT,PLASTIC CUP,PLAIN,LOW FAT,MISSING,MISSING,REGULAR
COLOMBO,,3,41148,92,34114800092,YOGURT,PLASTIC CONTAINER,STRAWBERRY,LOW FAT,MISSING,MISSING,BLENDED
COLOMBO,,3,41148,907,34114800907,YOGURT,PLASTIC CUP,VANILLA CARAMEL,NONFAT,MISSING,MISSING,FRUIT ON THE BOTTOM
COLOMBO CLASSIC,27,1,4203,15358,2.71E+12,YOGURT,PLASTIC CUP IN BOX,ASSORTED,LOW FAT,MISSING,GRADE A,FRUIT ON THE BOTTOM
COLOMBO CLASSIC,,1,41148,15358,14114815358,YOGURT,PLASTIC CUP IN BOX,ASSORTED,LOW FAT,MISSING,GRADE A,FRUIT ON THE BOTTOM
COLOMBO CLASSIC,,4,41148,903,44114800903,YOGURT,PLASTIC CUP,BANANA STRAWBERRY,LOW FAT,MISSING,GRADE A,FRUIT ON THE BOTTOM
COLOMBO CLASSIC,,2,41148,909,24114800909,YOGURT,PLASTIC CUP,BLACKBERRY BURST,99% FAT FREE,MISSING,MISSING,FRUIT ON THE BOTTOM
COLOMBO CLASSIC,,1,41148,916,14114800916,YOGURT,PLASTIC CUP,MISSING,LOW FAT,MISSING,GRADE A,FRUIT ON THE BOTTOM
COLOMBO CLASSIC,,4,41148,910,44114800910,YOGURT,PLASTIC CUP,BLUEBERRY,NONFAT,MISSING,GRADE A,FRUIT ON THE BOTTOM
COLOMBO CLASSIC,,4,41148,905,44114800905,YOGURT,PLASTIC CUP,CHERRY,LOW FAT,MISSING,GRADE A,FRUIT ON THE BOTTOM
COLOMBO CLASSIC,,4,41148,933,44114800933,YOGURT,PLASTIC CUP,MISSING,99% FAT FREE,MISSING,MISSING,FRUIT ON THE BOTTOM
COLOMBO CLASSIC,,3,41148,25,34114800025,YOGURT,PLASTIC CUP,LEMON,NONFAT,MISSING,MISSING,FRUIT ON THE BOTTOM
COLOMBO CLASSIC,,4,41148,935,44114800935,YOGURT,PLASTIC CUP,PEACH,LOW FAT,MISSING,GRADE A,FRUIT ON THE BOTTOM
COLOMBO CLASSIC,,4,41148,940,44114800940,YOGURT,PLASTIC CUP,RASPBERRY,99% FAT FREE,MISSING,GRADE A,FRUIT ON THE BOTTOM
COLOMBO CLASSIC,,1,41148,906,14114800906,YOGURT,PLASTIC CUP,RASPBERRY PEACH MELB,NONFAT,MISSING,MISSING,FRUIT ON THE BOTTOM
COLOMBO CLASSIC,,4,41148,945,44114800945,YOGURT,PLASTIC CUP,STRAWBERRY,99% FAT FREE,MISSING,GRADE A,FRUIT ON THE BOTTOM
COLOMBO CLASSIC,,2,41148,908,24114800908,YOGURT,PLASTIC CUP,STRAWBERRY KIWI,LOW FAT,MISSING,MISSING,FRUIT ON THE BOTTOM
COLOMBO CLASSIC,,5,41148,94,54114800094,YOGURT,PLASTIC CONTAINER,VANILLA,NONFAT,MISSING,MISSING,BLENDED
COLOMBO CLASSIC,,3,41148,901,34114800901,YOGURT,PLASTIC CUP,VANILLA,99% FAT FREE,MISSING,GRADE A,BLENDED
COLOMBO CLASSIC,27,1,4203,23926,2.71E+12,YOGURT,PLASTIC CUP IN BOX,VARIETY PACK,NONFAT,MISSING,MISSING,FRUIT ON THE BOTTOM
COLOMBO CLASSIC,,1,41148,949,14114800949,YOGURT,PLASTIC CUP IN BOX,VARIETY PACK,NONFAT,MISSING,MISSING,FRUIT ON THE BOTTOM
COLOMBO CLASSIC,,1,41148,914,14114800914,YOGURT,PLASTIC CUP,WHITE CHOC RASPBERRY,99% FAT FREE,MISSING,MISSING,FRUIT ON THE BOTTOM
COLOMBO LIGHT,27,1,4203,15359,2.71E+12,YOGURT,PLASTIC CUP IN BOX,ASSORTED,FAT FREE,LIGHT,GRADE A,BLENDED
COLOMBO LIGHT,,1,41148,15359,14114815359,YOGURT,PLASTIC CUP IN BOX,ASSORTED,FAT FREE,LIGHT,GRADE A,BLENDED
COLOMBO LIGHT,27,1,4202,95140,2.71E+12,YOGURT,CARTON,ASSORTED,NONFAT,MISSING,MISSING,PRESTIRRED
COLOMBO LIGHT,,1,41148,69,14114800069,YOGURT,PLASTIC CUP,BOSTON CREAM PIE,NONFAT,LIGHT,GRADE A,BLENDED
COLOMBO LIGHT,,3,41148,85,34114800085,YOGURT,PLASTIC CUP,BLUEBERRY,FAT FREE,LIGHT,GRADE A,BLENDED
COLOMBO LIGHT,,2,41148,88,24114800088,YOGURT,PLASTIC CUP,CHERRY VANILLA,NONFAT,LIGHT,GRADE A,BLENDED
COLOMBO LIGHT,,3,41148,86,34114800086,YOGURT,PLASTIC CUP,CREAMY VANILLA,FAT FREE,LIGHT,GRADE A,BLENDED
COLOMBO LIGHT,,3,41148,81,34114800081,YOGURT,PLASTIC CUP,JUICY PEACH,FAT FREE,LIGHT,GRADE A,BLENDED
