L5,SY,GE,VEND,ITEM,COLUPC,PRODUCT TYPE,PACKAGE,FLAVOR/SCENT,FAT CONTENT,CALORIE LEVEL,STYLE,TYPE OF YOGURT
AHAVA,7,2,20742,7011,7.22E+11,YOGURT,PLASTIC CUP,BLUEBERRY,LOW FAT,MISSING,KOSHER,PRESTIRRED
AHAVA,,3,70452,24101,37045224101,YOGURT,PLASTIC CUP,CHOCOLATE,REGULAR,MISSING,KOSHER,BLENDED
AHAVA,7,3,20742,7013,7.32E+11,YOGURT,PLASTIC CUP,CHERRY VANILLA,LOW FAT,MISSING,MISSING,FRUIT ON THE BOTTOM
AHAVA,7,2,20742,7012,7.22E+11,YOGURT,PLASTIC CUP,PLAIN,LOW FAT,MISSING,KOSHER,REGULAR
AHAVA,,3,70452,24102,37045224102,YOGURT,PLASTIC CUP,PLAIN,REGULAR,120 CALORIES,ALL NATURAL,REGULAR
AHAVA,,3,70452,24103,37045224103,YOGURT,PLASTIC CUP,STRAWBERRY,REGULAR,MISSING,KOSHER,BLENDED
MORNING SELECT,,1,20742,7011,12074207011,YOGURT,PLASTIC CUP,BLUEBERRY,LOW FAT,MISSING,MISSING,MISSING
MORNING SELECT,7,1,20742,7004,7.12E+11,YOGURT,PLASTIC CUP,BLUEBERRY,LOW FAT,MISSING,MISSING,BLENDED
MORNING SELECT,7,1,20742,7001,7.12E+11,YOGURT,PLASTIC CUP,COFFEE,LOW FAT,MISSING,MISSING,BLENDED
MORNING SELECT,,1,20742,7013,12074207013,YOGURT,PLASTIC CUP,CHOCOLATE,LOW FAT,MISSING,MISSING,BLENDED
MORNING SELECT,7,1,20742,7006,7.12E+11,YOGURT,PLASTIC CUP,CHERRY VANILLA,LOW FAT,MISSING,MISSING,BLENDED
MORNING SELECT,7,1,20742,44461,7.12E+11,YOGURT,PLASTIC CUP,PEACH,LOW FAT,MISSING,MISSING,BLENDED
MORNING SELECT,7,3,20742,7008,7.32E+11,YOGURT,PLASTIC CONTAINER,PLAIN,LOW FAT,MISSING,MISSING,MISSING
MORNING SELECT,7,3,20742,7010,7.32E+11,YOGURT,PLASTIC CUP,PLAIN,LOW FAT,MISSING,KOSHER,MISSING
MORNING SELECT,,1,20742,7010,12074207010,YOGURT,PLASTIC CUP,PLAIN,LOW FAT,MISSING,KOSHER,MISSING
MORNING SELECT,7,1,20742,7005,7.12E+11,YOGURT,PLASTIC CUP,RASPBERRY,LOW FAT,MISSING,MISSING,BLENDED
MORNING SELECT,,1,20742,7012,12074207012,YOGURT,PLASTIC CONTAINER,STRAWBERRY,LOW FAT,MISSING,MISSING,BLENDED
MORNING SELECT,7,1,20742,7003,7.12E+11,YOGURT,PLASTIC CUP,STRAWBERRY,LOW FAT,MISSING,MISSING,BLENDED
MORNING SELECT,7,1,20742,44485,7.12E+11,YOGURT,PLASTIC CUP,STRAWBERRY BANANA,LOW FAT,MISSING,MISSING,BLENDED
MORNING SELECT,7,3,20742,7007,7.32E+11,YOGURT,PLASTIC CUP,VANILLA,LOW FAT,MISSING,MISSING,MISSING
MORNING SELECT,7,1,20742,7002,7.12E+11,YOGURT,PLASTIC CUP,VANILLA,LOW FAT,MISSING,MISSING,BLENDED
SLIM U,7,1,20742,8085,7.12E+11,YOGURT,PLASTIC CUP,BLUEBERRY,NONFAT,80 CALORIES,SWISS,BLENDED
SLIM U,7,1,20742,8087,7.12E+11,YOGURT,PLASTIC CUP,MIXED BERRY,NONFAT,80 CALORIES,SWISS,BLENDED
SLIM U,7,1,20742,8086,7.12E+11,YOGURT,PLASTIC CUP,PEACH,NONFAT,80 CALORIES,SWISS,BLENDED
SLIM U,7,1,20742,8084,7.12E+11,YOGURT,PLASTIC CUP,STRAWBERRY,NONFAT,80 CALORIES,SWISS,BLENDED
SLIM U,7,1,20742,8083,7.12E+11,YOGURT,PLASTIC CUP,CAPPUCCINO,NONFAT,80 CALORIES,SWISS,BLENDED
ALPINA,,1,83322,8680,18332208680,YOGURT,PLASTIC CUP,PLAIN,LOW FAT,MISSING,MISSING,BLENDED
JELLO JIGGLERS,,3,21000,12500,32100012500,YOGURT,PLASTIC CONTAINER,STRAWBERRY,1% MILKFAT,MISSING,MISSING,MISSING
JELLO KID PACK,,2,21000,820,22100000820,YOGURT,PLASTIC CUP,ASSORTED,LOW FAT,MISSING,MISSING,PRESTIRRED
JELLO KID PACK,,2,21000,12585,22100012585,YOGURT,PLASTIC CUP,ASSORTED,LOW FAT,MISSING,MISSING,PRESTIRRED
JELLO KID PACK,,2,21000,12586,22100012586,YOGURT,PLASTIC CUP,ASSORTED,LOW FAT,MISSING,MISSING,PRESTIRRED
JELLO KID PACK,,2,21000,935,22100000935,YOGURT,PLASTIC CUP,TRPCL PNC&WLD STRWBR,1% MILKFAT,MISSING,MISSING,PRESTIRRED
JELLO WIGGLE,,4,21000,12520,42100012520,YOGURT,PLASTIC CONTAINER,STRAWBERRY,LOW FAT,MISSING,MISSING,BLENDED
ANDERSON ERICKSON,,1,71043,662,17104300662,YOGURT,PLASTIC CUP,STRAWBERRY RASPBERRY,1% MILKFAT,MISSING,GRADE A,MISSING
ANDERSON ERICKSON,,1,71043,638,17104300638,YOGURT,PLASTIC CUP,BANANA STRAWBERRY,LOW FAT,MISSING,NATURAL,BLENDED
ANDERSON ERICKSON,,2,71043,682,27104300682,YOGURT,PLASTIC CONTAINER,BLACK CHERRY,LOW FAT,MISSING,MISSING,BLENDED
ANDERSON ERICKSON,,1,71043,625,17104300625,YOGURT,PLASTIC CUP,BLACK CHERRY,LOW FAT,MISSING,NATURAL,BLENDED
ANDERSON ERICKSON,,1,71043,659,17104300659,YOGURT,PLASTIC CUP,BANANA VANILLA,1% LOWFAT,MISSING,GRADE A,BLENDED
ANDERSON ERICKSON,,1,71043,689,17104300689,YOGURT,PLASTIC CONTAINER,BLUEBERRY,LOW FAT,MISSING,MISSING,BLENDED
ANDERSON ERICKSON,,1,71043,626,17104300626,YOGURT,PLASTIC CUP,BLUEBERRY,LOW FAT,MISSING,NATURAL,BLENDED
ANDERSON ERICKSON,,1,71043,622,17104300622,YOGURT,PLASTIC CUP,CHERRY AND VANILLA,LOW FAT,MISSING,MISSING,PRESTIRRED
ANDERSON ERICKSON,,1,71043,655,17104300655,YOGURT,PLASTIC CONTAINER,CHERRY VANILLA,LOW FAT,MISSING,MISSING,BLENDED
ANDERSON ERICKSON,,1,71043,688,17104300688,YOGURT,PLASTIC CONTAINER,CHERRY VANILLA,LOW FAT,MISSING,MISSING,BLENDED
ANDERSON ERICKSON,,1,71043,648,17104300648,YOGURT,PLASTIC CUP,MISSING,LOW FAT,MISSING,MISSING,MISSING
ANDERSON ERICKSON,,1,71043,658,17104300658,YOGURT,PLASTIC CUP,MISSING,1% LOWFAT,MISSING,GRADE A,BLENDED
ANDERSON ERICKSON,,1,71043,631,17104300631,YOGURT,PLASTIC CONTAINER,KEY LIME,1% MILKFAT,MISSING,MISSING,MISSING
ANDERSON ERICKSON,,1,71043,645,17104300645,YOGURT,PLASTIC CUP,LEMON CREME BOYSNBRY,1% MILKFAT,MISSING,MISSING,MISSING
ANDERSON ERICKSON,,1,71043,630,17104300630,YOGURT,PLASTIC CUP,LEMON,LOW FAT,MISSING,NATURAL,BLENDED
ANDERSON ERICKSON,,2,71043,628,27104300628,YOGURT,PLASTIC CUP,ORANGE CREAM,LOW FAT,MISSING,MISSING,BLENDED
ANDERSON ERICKSON,,3,71043,650,37104300650,YOGURT,PLASTIC CUP,PEACH APRICOT VANILA,LOW FAT,MISSING,MISSING,BLENDED
ANDERSON ERICKSON,,1,71043,627,17104300627,YOGURT,PLASTIC CUP,PEACH,LOW FAT,MISSING,NATURAL,BLENDED
ANDERSON ERICKSON,,1,71043,634,17104300634,YOGURT,PLASTIC CUP,PINA COLADA,LOW FAT,MISSING,NATURAL,BLENDED
ANDERSON ERICKSON,,1,71043,680,17104300680,YOGURT,PLASTIC CUP,PLAIN,LOW FAT,MISSING,MISSING,BLENDED
ANDERSON ERICKSON,,1,71043,620,17104300620,YOGURT,PLASTIC CUP,PLAIN,2% LOWFAT,MISSING,NATURAL,REGULAR
ANDERSON ERICKSON,,1,71043,621,17104300621,YOGURT,PLASTIC CUP,PLAIN,LOW FAT,150 CALORIES,NATURAL,REGULAR
ANDERSON ERICKSON,,1,71043,646,17104300646,YOGURT,PLASTIC CUP,PNAPL ORANGE BANANA,LOW FAT,MISSING,MISSING,BLENDED
ANDERSON ERICKSON,,1,71043,624,17104300624,YOGURT,PLASTIC CUP,RED RASPBERRY,LOW FAT,MISSING,NATURAL,BLENDED
ANDERSON ERICKSON,,1,71043,686,17104300686,YOGURT,PLASTIC CONTAINER,RASPBERRY,LOW FAT,MISSING,MISSING,BLENDED
ANDERSON ERICKSON,,1,71043,644,17104300644,YOGURT,PLASTIC CUP,RASPBERRY VANILLA,1% MILKFAT,MISSING,MISSING,MISSING
ANDERSON ERICKSON,,1,71043,649,17104300649,YOGURT,PLASTIC CUP,STRAWBERY RHUBARB PI,LOW FAT,MISSING,MISSING,BLENDED
ANDERSON ERICKSON,,1,71043,657,17104300657,YOGURT,PLASTIC CUP,STRAWBERRY LEMONADE,LOW FAT,MISSING,MISSING,BLENDED
ANDERSON ERICKSON,,1,71043,629,17104300629,YOGURT,PLASTIC CUP,SPICED APPLE,LOW FAT,MISSING,NATURAL,BLENDED
ANDERSON ERICKSON,,2,71043,652,27104300652,YOGURT,PLASTIC CUP,MISSING,1% MILKFAT,MISSING,GRADE A,BLENDED
ANDERSON ERICKSON,,1,71043,623,17104300623,YOGURT,PLASTIC CUP,STRAWBERRY,LOW FAT,MISSING,MISSING,BLENDED
ANDERSON ERICKSON,,1,71043,654,17104300654,YOGURT,PLASTIC CONTAINER,STRAWBERRY,LOW FAT,MISSING,MISSING,BLENDED
ANDERSON ERICKSON,,1,71043,687,17104300687,YOGURT,PLASTIC CONTAINER,STRAWBERRY,LOW FAT,MISSING,MISSING,BLENDED
ANDERSON ERICKSON,,1,71043,643,17104300643,YOGURT,PLASTIC CUP,STRAWBERRY CHSCK,LOW FAT,MISSING,MISSING,BLENDED
ANDERSON ERICKSON,,2,71043,651,27104300651,YOGURT,PLASTIC CUP,STRAWBERRY SHORTCAKE,LOW FAT,MISSING,MISSING,BLENDED
ANDERSON ERICKSON,,1,71043,656,17104300656,YOGURT,PLASTIC CUP,MISSING,LOW FAT,MISSING,GRADE A,BLENDED
ANDERSON ERICKSON,,1,71043,653,17104300653,YOGURT,PLASTIC CONTAINER,VANILLA,LOW FAT,MISSING,MISSING,BLENDED
ANDERSON ERICKSON,,1,71043,636,17104300636,YOGURT,PLASTIC CUP,VANILLA,LOW FAT,MISSING,NATURAL,BLENDED
ANDERSON ERICKSON,,1,71043,647,17104300647,YOGURT,PLASTIC CUP,MISSING,LOW FAT,MISSING,MISSING,BLENDED
ANDERSON ERICKSON,,1,71043,639,17104300639,YOGURT,PLASTIC CUP,VANILLA STRAWBERRY,LOW FAT,MISSING,NATURAL,BLENDED
ANDERSON ERICKSON,,2,71043,629,27104300629,YOGURT,PLASTIC CUP,APPLE PIE,LOW FAT,MISSING,GRADE A,BLENDED
ANDERSON ERICKSON,,2,71043,625,27104300625,YOGURT,PLASTIC CUP,BLACK CHERRY,LOW FAT,MISSING,GRADE A,BLENDED
ANDERSON ERICKSON,,2,71043,626,27104300626,YOGURT,PLASTIC CUP,BLUEBERRY,LOW FAT,MISSING,GRADE A,BLENDED
ANDERSON ERICKSON,,2,71043,631,27104300631,YOGURT,PLASTIC CONTAINER,KEY LIME PIE,LOW FAT,MISSING,GRADE A,BLENDED
ANDERSON ERICKSON,,2,71043,645,27104300645,YOGURT,PLASTIC CUP,LEMON CREME BOYSNBRY,LOW FAT,MISSING,GRADE A,BLENDED
ANDERSON ERICKSON,,2,71043,630,27104300630,YOGURT,PLASTIC CUP,LEMON,LOW FAT,MISSING,GRADE A,BLENDED
ANDERSON ERICKSON,,3,71043,628,37104300628,YOGURT,PLASTIC CUP,ORANGE CREAM,LOW FAT,MISSING,GRADE A,BLENDED
ANDERSON ERICKSON,,4,71043,650,47104300650,YOGURT,PLASTIC CUP,PEACH APRICOT VANILA,LOW FAT,MISSING,GRADE A,BLENDED
ANDERSON ERICKSON,,2,71043,627,27104300627,YOGURT,PLASTIC CUP,PEACH,LOW FAT,MISSING,GRADE A,BLENDED
ANDERSON ERICKSON,,2,71043,634,27104300634,YOGURT,PLASTIC CUP,PINA COLADA,LOW FAT,MISSING,GRADE A,BLENDED
ANDERSON ERICKSON,,2,71043,620,27104300620,YOGURT,PLASTIC CONTAINER,PLAIN,LOW FAT,MISSING,MISSING,REGULAR
ANDERSON ERICKSON,,2,71043,646,27104300646,YOGURT,PLASTIC CUP,PNAPL ORANGE BANANA,LOW FAT,MISSING,GRADE A,BLENDED
ANDERSON ERICKSON,,2,71043,624,27104300624,YOGURT,PLASTIC CUP,RED RASPBERRY,LOW FAT,MISSING,GRADE A,BLENDED
ANDERSON ERICKSON,,2,71043,644,27104300644,YOGURT,PLASTIC CUP,RASPBERRY VANILLA,LOW FAT,MISSING,GRADE A,BLENDED
ANDERSON ERICKSON,,2,71043,649,27104300649,YOGURT,PLASTIC CUP,STRAWBERY RHUBARB PI,LOW FAT,MISSING,GRADE A,BLENDED
ANDERSON ERICKSON,,2,71043,639,27104300639,YOGURT,PLASTIC CUP,STRAWBERRY VANILLA,LOW FAT,MISSING,GRADE A,BLENDED
ANDERSON ERICKSON,,2,71043,623,27104300623,YOGURT,PLASTIC CUP,STRAWBERRY,LOW FAT,MISSING,MISSING,BLENDED
ANDERSON ERICKSON,,2,71043,643,27104300643,YOGURT,PLASTIC CUP,STRAWBERRY CHSCK,LOW FAT,MISSING,GRADE A,BLENDED
ANDERSON ERICKSON,,3,71043,651,37104300651,YOGURT,PLASTIC CUP,STRAWBERRY SHORTCAKE,LOW FAT,MISSING,GRADE A,BLENDED
ANDERSON ERICKSON,,2,71043,638,27104300638,YOGURT,PLASTIC CUP,STRAWBERRY BANANA,LOW FAT,MISSING,GRADE A,BLENDED
ANDERSON ERICKSON,,2,71043,656,27104300656,YOGURT,PLASTIC CUP,MISSING,LOW FAT,MISSING,GRADE A,BLENDED
ANDERSON ERICKSON,,2,71043,636,27104300636,YOGURT,PLASTIC CUP,VANILLA,LOW FAT,MISSING,GRADE A,BLENDED
ANDERSON ERICKSON,,2,71043,647,27104300647,YOGURT,PLASTIC CUP,MISSING,LOW FAT,MISSING,GRADE A,BLENDED
ANDERSON ERICKSON YO LITE,,1,71043,855,17104300855,YOGURT,PLASTIC CUP,BLACK CHERRY,NONFAT,LIGHT,NATURAL,PRESTIRRED
ANDERSON ERICKSON YO LITE,,1,71043,867,17104300867,YOGURT,PLASTIC CUP,BANANA VANILLA,NONFAT,LITE,GRADE A,BLENDED
ANDERSON ERICKSON YO LITE,,1,71043,852,17104300852,YOGURT,PLASTIC CUP,BLUEBERRY,NONFAT,LIGHT,NATURAL,PRESTIRRED
ANDERSON ERICKSON YO LITE,,1,71043,878,17104300878,YOGURT,PLASTIC CONTAINER,CHERRY VANILLA,NONFAT,LIGHT,GRADE A,PRESTIRRED
ANDERSON ERICKSON YO LITE,,1,71043,858,17104300858,YOGURT,PLASTIC CUP,CHERRY VANILLA,NONFAT,LIGHT,NATURAL,PRESTIRRED
ANDERSON ERICKSON YO LITE,,2,71043,860,27104300860,YOGURT,PLASTIC CUP,KEY LIME PIE,FAT FREE,LITE,MISSING,BLENDED
ANDERSON ERICKSON YO LITE,,1,71043,857,17104300857,YOGURT,PLASTIC CUP,LEMON CHIFFON,NONFAT,LIGHT,NATURAL,PRESTIRRED
ANDERSON ERICKSON YO LITE,,1,71043,856,17104300856,YOGURT,PLASTIC CUP,MIXED BERRY,NONFAT,LIGHT,NATURAL,PRESTIRRED
ANDERSON ERICKSON YO LITE,,2,71043,859,27104300859,YOGURT,PLASTIC CUP,ORANGE CREAM,NONFAT,LIGHT,MISSING,PRESTIRRED
ANDERSON ERICKSON YO LITE,,1,71043,854,17104300854,YOGURT,PLASTIC CUP,PEACH,NONFAT,LIGHT,NATURAL,PRESTIRRED
ANDERSON ERICKSON YO LITE,,1,71043,851,17104300851,YOGURT,PLASTIC CUP,RASPBERRY,NONFAT,LIGHT,NATURAL,PRESTIRRED
ANDERSON ERICKSON YO LITE,,1,71043,865,17104300865,YOGURT,PLASTIC CUP,RASPBERRY VANILLA,FAT FREE,LITE,NATURAL,PRESTIRRED
ANDERSON ERICKSON YO LITE,,1,71043,866,17104300866,YOGURT,PLASTIC CUP,STRAWBERY RHUBARB PI,NONFAT,LITE,GRADE A,BLENDED
ANDERSON ERICKSON YO LITE,,1,71043,850,17104300850,YOGURT,PLASTIC CUP,STRAWBERRY,NONFAT,LIGHT,NATURAL,PRESTIRRED
ANDERSON ERICKSON YO LITE,,1,71043,876,17104300876,YOGURT,PLASTIC CONTAINER,STRAWBERRY,NONFAT,LITE,REGULAR,PRESTIRRED
ANDERSON ERICKSON YO LITE,,1,71043,853,17104300853,YOGURT,PLASTIC CUP,STRAWBERRY BANANA,NONFAT,LIGHT,NATURAL,PRESTIRRED
ANDERSON ERICKSON YO LITE,,1,71043,864,17104300864,YOGURT,PLASTIC CUP,STRAWBERRY CHSCK,NONFAT,LITE,MISSING,BLENDED
ANDERSON ERICKSON YO LITE,,1,71043,863,17104300863,YOGURT,PLASTIC CUP,STRAWBERRY VANILLA,NONFAT,LITE,MISSING,BLENDED
ANDERSON ERICKSON YO LITE,,2,71043,861,27104300861,YOGURT,PLASTIC CUP,VANILLA,NONFAT,LIGHT,REGULAR,BLENDED
ANDERSON ERICKSON YO LITE,,1,71043,879,17104300879,YOGURT,PLASTIC CONTAINER,VANILLA,NONFAT,LIGHT,MISSING,BLENDED
COUNTRY CLASSIC,,2,11384,20804,21138420804,YOGURT,PLASTIC CUP,BLUEBERRY,LOW FAT,MISSING,MISSING,BLENDED
COUNTRY CLASSIC,,3,11384,20805,31138420805,YOGURT,PLASTIC CUP,BOYSENBERRY,LOW FAT,MISSING,MISSING,BLENDED
COUNTRY CLASSIC,,2,11384,20811,21138420811,YOGURT,PLASTIC CUP,CHERRY,1.5% MILKFAT,MISSING,MISSING,BLENDED
COUNTRY CLASSIC,,2,11384,20807,21138420807,YOGURT,PLASTIC CUP,PEACH,LOW FAT,MISSING,MISSING,BLENDED
COUNTRY CLASSIC,,2,11384,20803,21138420803,YOGURT,PLASTIC CUP,RASPBERRY,LOW FAT,MISSING,MISSING,BLENDED
COUNTRY CLASSIC,,2,11384,20802,21138420802,YOGURT,PLASTIC CUP,STRAWBERRY,LOW FAT,MISSING,MISSING,BLENDED
FIT & FRUITY,,1,11384,20604,11138420604,YOGURT,PLASTIC CUP,BLACKBERRY,LOW FAT,MISSING,MISSING,BLENDED
FIT & FRUITY,,1,11384,20606,11138420606,YOGURT,PLASTIC CUP,ORANGE CREAM,LOW FAT,MISSING,MISSING,BLENDED
FIT & FRUITY,,1,11384,20603,11138420603,YOGURT,PLASTIC CUP,PEACH,LOW FAT,MISSING,MISSING,BLENDED
FIT & FRUITY,,1,11384,20602,11138420602,YOGURT,PLASTIC CUP,RASPBERRY,LOW FAT,MISSING,MISSING,BLENDED
FIT & FRUITY,,1,11384,20601,11138420601,YOGURT,PLASTIC CUP,STRAWBERRY,LOW FAT,MISSING,MISSING,BLENDED
FIT & FRUITY,,1,11384,20605,11138420605,YOGURT,PLASTIC CUP,STRAWBERRY BANANA,LOW FAT,MISSING,MISSING,BLENDED
YAMI,,2,71000,4704,27100004704,YOGURT,PLASTIC CUP,APRICOT,1.5% MILKFAT,MISSING,MISSING,BLENDED
YAMI,,1,11384,14124,11138414124,YOGURT,PLASTIC CUP,ASSORTED,REGULAR,MISSING,MISSING,BLENDED
YAMI,,1,11384,1604,11138401604,YOGURT,PLASTIC CUP,MISSING,MISSING,MISSING,MISSING,BLENDED
YAMI,,1,11384,10803,11138410803,YOGURT,PLASTIC CARTON,BLACKBERRY,LOW FAT,MISSING,SWISS,FRUIT ON THE BOTTOM
YAMI,,1,11384,13205,11138413205,YOGURT,PLASTIC TUB,BLACKBERRY,1.5% LOWFAT,MISSING,SWISS,PRE STIR
YAMI,,1,71000,4721,17100004721,YOGURT,PLASTIC CUP,BLUEBERRY,FAT FREE,MISSING,MISSING,BLENDED
YAMI,,1,11384,10804,11138410804,YOGURT,PLASTIC CARTON,BLUEBERRY,LOW FAT,MISSING,SWISS,FRUIT ON THE BOTTOM
YAMI,,2,71000,4708,27100004708,YOGURT,PLASTIC CUP,BLUEBERRY,1.5% MILKFAT,MISSING,MISSING,BLENDED
YAMI,,1,11384,13206,11138413206,YOGURT,PLASTIC TUB,BOYSENBERRY,LOW FAT,MISSING,SWISS,PRE STIR
YAMI,,1,11384,1606,11138401606,YOGURT,PLASTIC CUP,CHERRY ORCHARD,MISSING,MISSING,MISSING,BLENDED
YAMI,,2,11384,10603,21138410603,YOGURT,PLASTIC CUP,CHERRY,FAT FREE,MISSING,MISSING,PRESTIRRED
YAMI,,1,11384,10807,11138410807,YOGURT,PLASTIC CARTON,CHERRY,LOW FAT,MISSING,SWISS,FRUIT ON THE BOTTOM
YAMI,,2,71000,4710,27100004710,YOGURT,PLASTIC CUP,CHERRY,1.5% MILKFAT,MISSING,MISSING,BLENDED
YAMI,,1,11384,10625,11138410625,YOGURT,PLASTIC CUP,KEY LIME,NONFAT,MISSING,MISSING,PRESTIRRED
YAMI,,1,11384,14125,11138414125,YOGURT,PLSTC CUP IN SLEEVE,MISSING,MISSING,MISSING,CREAMY,BLENDED
YAMI,,1,11384,10813,11138410813,YOGURT,PLASTIC CARTON,LEMON,LOW FAT,MISSING,SWISS,BLENDED
YAMI,,2,71000,4666,27100004666,YOGURT,PLASTIC CUP,LEMON,1.5% MILKFAT,MISSING,MISSING,BLENDED
YAMI,,1,11384,10621,11138410621,YOGURT,PLASTIC CUP,MARIONBERRY,NONFAT,MISSING,MISSING,PRESTIRRED
YAMI,,2,71000,9164,27100009164,YOGURT,PLASTIC CUP,PINEAPPLE,1.5% MILKFAT,MISSING,MISSING,BLENDED
YAMI,,1,71000,9167,17100009167,YOGURT,PLASTIC CUP,PAPAYA,LOW FAT,MISSING,MISSING,PRESTIRRED
YAMI,,2,11384,10604,21138410604,YOGURT,PLASTIC CUP,PEACH,FAT FREE,MISSING,MISSING,PRESTIRRED
YAMI,,1,11384,10805,11138410805,YOGURT,PLASTIC CUP,PEACH,LOW FAT,MISSING,SWISS,FRUIT ON THE BOTTOM
YAMI,,2,71000,4723,27100004723,YOGURT,PLASTIC CUP,PEACH,NONFAT,MISSING,MISSING,BLENDED
YAMI,,2,71000,4712,27100004712,YOGURT,PLASTIC CUP,PEACH,1.5% MILKFAT,MISSING,MISSING,BLENDED
YAMI,,1,11384,1605,11138401605,YOGURT,PLASTIC CUP,MISSING,MISSING,MISSING,MISSING,BLENDED
YAMI,,1,11384,13201,11138413201,YOGURT,TUB,PLAIN,LOW FAT,MISSING,MISSING,REGULAR
YAMI,,1,11384,10800,11138410800,YOGURT,PLASTIC CARTON,PLAIN,LOW FAT,MISSING,SWISS,REGULAR
YAMI,,1,11384,13220,11138413220,YOGURT,PLASTIC CONTAINER,PLAIN,NONFAT,MISSING,NATURAL,REGULAR
YAMI,,2,71000,4732,27100004732,YOGURT,PLASTIC CUP,PLAIN,1.5% MILKFAT,MISSING,MISSING,BLENDED
YAMI,,1,11384,13222,11138413222,YOGURT,PLASTIC CONTAINER,RASPBERRY,FAT FREE,MISSING,SWISS,BLENDED
YAMI,,1,11384,13203,11138413203,YOGURT,PLASTIC CARTON,RASPBERRY,LOW FAT,MISSING,SWISS,MISSING
YAMI,,1,11384,10802,11138410802,YOGURT,PLASTIC CARTON,RASPBERRY,LOW FAT,MISSING,SWISS,FRUIT ON THE BOTTOM
YAMI,,2,11384,10602,21138410602,YOGURT,PLASTIC CUP,RASPBERRY,NONFAT,MISSING,MISSING,BLENDED
YAMI,,2,71000,4715,27100004715,YOGURT,PLASTIC CUP,RASPBERRY,1.5% MILKFAT,MISSING,MISSING,BLENDED
YAMI,,1,11384,1602,11138401602,YOGURT,PLASTIC CUP,RASPBERRY RUSH,MISSING,MISSING,MISSING,BLENDED
YAMI,,1,71000,4731,17100004731,YOGURT,PLASTIC CUP,STRAWBERRY,FAT FREE,MISSING,MISSING,BLENDED
YAMI,,2,11384,10601,21138410601,YOGURT,PLASTIC CUP,STRAWBERRY,FAT FREE,MISSING,MISSING,PRESTIRRED
YAMI,,1,11384,10801,11138410801,YOGURT,PLASTIC CUP,STRAWBERRY,LOW FAT,MISSING,SWISS,FRUIT ON THE BOTTOM
YAMI,,1,11384,13221,11138413221,YOGURT,PLASTIC TUB,STRAWBERRY,NONFAT,MISSING,MISSING,PRESTIRRED
YAMI,,1,11384,13202,11138413202,YOGURT,PLASTIC TUB,STRAWBERRY,1.5% MILKFAT,MISSING,SWISS,MISSING
YAMI,,2,71000,9165,27100009165,YOGURT,PLASTIC CUP,STRAWBERRY,1.5% MILKFAT,MISSING,MISSING,BLENDED
YAMI,,1,11384,10620,11138410620,YOGURT,PLASTIC CUP,STRAWBERRY KIWI,NONFAT,MISSING,MISSING,PRESTIRRED
YAMI,,1,71000,4729,17100004729,YOGURT,PLASTIC CUP,STRAWBERRY BANANA,FAT FREE,MISSING,MISSING,BLENDED
YAMI,,1,11384,10812,11138410812,YOGURT,PLASTIC CUP,STRAWBERRY BANANA,LOW FAT,MISSING,SWISS,FRUIT ON THE BOTTOM
YAMI,,1,11384,1601,11138401601,YOGURT,PLASTIC CUP,STRAWBERRY CRUSH,MISSING,MISSING,MISSING,BLENDED
YAMI,,1,11384,10806,11138410806,YOGURT,PLASTIC CARTON,VANILLA,LOW FAT,MISSING,SWISS,MISSING
YAMI,,2,71000,9166,27100009166,YOGURT,PLASTIC CUP,VANILLA,1.5% MILKFAT,MISSING,MISSING,BLENDED
YAMI,,1,11384,13204,11138413204,YOGURT,PLASTIC TUB,VANILLA,1.5% MILKFAT,MISSING,SWISS,BLENDED
YAMI,,1,11384,1603,11138401603,YOGURT,PLASTIC CUP,VANILLA VELVET,MISSING,MISSING,MISSING,BLENDED
BAREMANS,,2,44783,550,24478300550,YOGURT,PLASTIC CUP,BLACK CHERRY,LOW FAT,MISSING,MISSING,BLENDED
BAREMANS,,2,44783,545,24478300545,YOGURT,CUP,PLAIN,LOW FAT,MISSING,MISSING,BLENDED
FRESH AND LITE,,1,44783,549,14478300549,YOGURT,PLASTIC CUP,BLUEBERRY,1.5% MILKFAT,MISSING,MISSING,PRESTIRRED
FRESH AND LITE,,1,44783,547,14478300547,YOGURT,PLASTIC CUP,PEACH,1.5% MILKFAT,MISSING,SWISS,PRESTIRRED
FRESH AND LITE,,1,44783,548,14478300548,YOGURT,PLASTIC CUP,RASPBERRY,1.5% MILKFAT,MISSING,MISSING,PRESTIRRED
FRESH AND LITE,,1,44783,546,14478300546,YOGURT,PLASTIC CUP,STRAWBERRY,1.5% MILKFAT,MISSING,MISSING,PRESTIRRED
KEFIR,,2,51512,382,25151200382,YOGURT,PLASTIC TUB,PEACH,1.5% MILKFAT,MISSING,MISSING,MISSING
KEFIR,,3,51512,365,35151200365,YOGURT,PLASTIC CONTAINER,STRAWBERRY,1.5% MILKFAT,MISSING,ALL NATURAL,FRUIT ON THE BOTTOM
KEFIR,,2,51512,376,25151200376,YOGURT,PLASTIC CUP,STRAWBERRY BANANA,1.5% MILKFAT,MISSING,MISSING,FRUIT ON THE BOTTOM
BELFONTE,,1,83057,15022,18305715022,YOGURT,PLASTIC CUP,BANANA FOSTER,LOW FAT,MISSING,GRADE A,BLENDED
